Names;Links;Description
Built Robotics;http://www.builtrobotics.com;Transform excavators into fully autonomous trenching robots for the earthmoving industry. Sponsor of the [ROScon](https://roscon.ros.org/2018/) 2018. ROSCon is a developers conference [^169].
Caja Robotics;http://www.cajarobotics.com/;Offer robotic services with an automation solution for order picking efficiency and storage capacity of warehouses. Hiring engineers with experience in ROS ([SW Robotics Engineer](https://cajarobotics.com/careers/co/rd/DE.12B/sr-sw-robotics-engineer/all/)).
Candela;https://candela.com/;Long-range electric boats powered by ROS. Hiring engineers with experience in ROS ([Autonomous Driving Software Engineer](https://vakanser.se/jobb/autonomous+driving+software+engineer+4/)).
Canonical;https://canonical.com/;Computer software company that markets commercial support and related services for Ubuntu and related projects. Hiring engineers with experience in ROS ([Software Engineer - Robotics](https://discourse.ros.org/t/software-engineer-robotics-canonical-remote/20807)).
Canvas;https://www.canvas.build/;Develop robotic systems for the construction industry. The company's robotic systems are designed to automate and optimize many of the labor-intensive and repetitive tasks involved in construction, such as material handling and installation. ROS drivers for Canvas robots (see [`Canvas-Construction`](https://github.com/Canvas-Construction)).
Capgemini Engineering;https://capgemini-engineering.com;IT Services and IT Consulting. R&D services. Using ROS in their robotics activities. Hiring engineers with experience in ROS ([Senior Engineer](https://capgemini.taleo.net/careersection/1/jobdetail.ftl?job=070985)).
Capra Robotics;https://capra.ooo/;Develop a� platform for outdoor mobile robots. [Capra Hircus](https://capra.ooo/benefits/) supports autonomous navigation, when driving autonomously the robot follows a given path. The software used by the robot is [ROS 2](https://capra.ooo/benefits/specifications/).
Carbon Robotics;https://carbonrobotics.com/;Build innovative agricultural tools that empower farmers to operate more efficiently. Hiring engineers with experience in ROS ([Engineers](https://discourse.ros.org/t/multiple-software-hardware-openings-carbon-robotics/860)).
Carnegie Robotics;http://carnegierobotics.com;Build reliable robotics products and smart sensors for defense, agriculture, mining, infrastructure and energy applications. ros2 vision_opencv contains packages to interface ROS 2 with OpenCV for Carnegie Robotics (see [`carnegieroboticsllc/vision_opencv`](https://github.com/carnegieroboticsllc/vision_opencv)).
Cartken;https://www.cartken.com/;Serve a ROS-based autonomous robot platform designed to transport goods over short distances and in local neighborhoods. Hiring engineers with experience in ROS ([Embedded Robotics Engineer](https://lensa.com/embedded-robotics-engineer-jobs/oakland/jd/ffb218b2ec9696befa96e9f4845ce355)).
Caterpillar;https://www.caterpillar.com/en.html;Manufacture construction and mining equipment, diesel and natural gas engines, industrial gas turbines. The company is [currently member](https://rosindustrial.org/current-members) of ROS-Industrial, is an open-source project that extends the advanced capabilities of ROS to manufacturing automation and robotics (see [`ros-industrial`](https://github.com/ros-industrial))[^136].
Cellula Robotics;https://www.cellula.com/;Cellula specializes in the turnkey design and production of subsea robotic systems, including cruising and hovering autonomous underwater vehicles. Cellula uses ROS 1 and follows a paradigm of many small, simple, modular, configurable nodes. This allows the separation of software engineering and vehicle engineering / operation. Cellula uses the [UUV Simulator](https://uuvsimulator.github.io/) and is an active member of the [Maritime Robotics Working Group](https://discourse.ros.org/c/maritime/36)
Cepton;http://cepton.com/;Develop [lidar-based](https://www.cepton.com/technology) solutions for [automotive](https://www.cepton.com/markets/overview), industrial, and mapping markets. Cepton ROS package (see [`cepton_ros`](https://github.com/ceptontech/cepton_ros)).
Chef Robotics;http://chefrobotics.ai;Cooking robots powered by ROS. Hiring engineers with experience in ROS ([Solutions Architect](https://jobs.lever.co/ChefRobotics/e5963919-6cf7-453e-aa6e-5e5716b72177)).
CheungWon SFA;http://cwsfa.co.kr/;Develop and manufacture various agricultural autonomous robots[^225] for the indoor smart farm. Registered as a partner of Doosan Robotics[^226] and OnRobot[^227]. ROS packages (see [`cwsfa`](https://github.com/cwsfa))[^103].
Clobot;https://www.clobot.co.kr/;Is an autonomous robot service provider. They implement specialized robot services in consideration of the robot hardware and� operating environment. ROS drivers (see [`CLOBOT-Co-Ltd`](https://github.com/CLOBOT-Co-Ltd)).
CM Labs Simulations;http://www.cm-labs.com;Software company that specializes in the development of simulation and training solutions for heavy equipment operators. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
Coalescent Mobile Robotics;https://cm-robotics.com/;Develops and manufactures autonomous mobile robots to� automate the transportation process in the retail industry, both in store and in warehouse. The company's tech stack is built on top of ROS2 with a heavy use of navigation2 and microROS. (see [`cmrobotics`](https://github.com/cmrobotics)).
Cobalt Robotics;https://www.cobaltrobotics.com/;"Offer indoor security robots that do patrolling in the premises, as well as look for intruders or anything that's out of the ordinary; and comprise intruder and anomaly detection, human-robot interaction, and mapping and sensing capabilities. Hiring engineers with experience in ROS ([Solutions Engineer](https://startup.jobs/solutions-engineer-cobalt-robotics-4239951))."
COEX;https://coex.tech/;Develop and manufacture of unmanned aerial vehicles. Multicopters[^27], developed by the company, are intended for the formation[^26], autonomous monitoring of territories and delivery of goods. ROS Drivers for communicating with COEX drones (see [`CopterExpress`](https://github.com/CopterExpress)).
Cognata;http://www.cognata.com;Provide driving validation platform for the autonomous vehicles industry. [ROS](https://www.cognata.com/closed-loop-simulations/) integration enables thorough testing and evaluation of complex components such as perception and control stacks with Cognata scenarios, traffic and synthetic data. Hiring ROS engineers ([Software Engineer - Path Core Planning](https://boards.greenhouse.io/didi/jobs/4314438))
Cognicept Systems;http://www.cognicept.systems;Provide Human-in-the-loop (HITL) error handling with our telerobotic networking technology and human remote operators. ROS packages for automatic docking (see [`autodock`](https://github.com/cognicept-admin/autodock)).
Cogniteam;https://www.cogniteam.com/;Develop artificial intelligence technologies for robots, working with companies on mapping, navigation and autonomous decision-making. Nimbus[^32] is the product that bring a Cloud-based robotic artifical intelligence solution. ROS Drivers for Cogniteam prodcuts (see [`cogniteam`](https://github.com/cogniteam)).
Cognizant;https://www.cognizant.com;Provide digital, technology, consulting, and operations services to clients worldwide. Cognizant is one of the largest IT service providers. ROS used for industrial use cases. Participation in ROS-Industrial Conference 2022.
Cohesive Robotics;https://cohesiverobotics.com/;Creating smarter industrial automation to modernize manufacturing\'92s most common fabrication and finishing processes. The company's first product is the Smart Finishing Workcell, a turnkey vision-based solution for sanding, grinding and more. The company's tech stack is� ROS2 native and leverages `ros2_control` and various [ROS-Industrial](https://github.com/ros-industrial) efforts.
Collimator;http://www.collimator.ai;Develop cloud-native engineering modeling and simulation software. Their simulation software allow to implement algorithms to service oriented architectures like [ROS](https://www.collimator.ai/industries/automotive).
Collins Aerospace;https://www.collinsaerospace.com/;Aviation and Aerospace Component Manufacturing. Hiring engineers with experience in ROS ([Principal Physiological Monitoring Engineer](https://www.linkedin.com/jobs/view/3421337184/)).
Comau;http://www.comau.com;Design advanced industrial automation systems, machinery, and robots for manufacturing and automotive industries. The company uses the ROS Manipulation stack (MoveIt) in the e.Do (see [`Comau/eDO_moveit`](https://github.com/Comau/eDO_moveit)).
Commonplace Robotics;https://cpr-robots.com/;Develop, manufacture and distribute capable and cost-efficient robots for education, research and industry. Intuitive control software and open source driver complete their offering. Sources for hardware interface nodes and RViz pluing to run CPR robots with the ROS environment (see [`cpr_robot`](https://github.com/CPR-Robots/cpr_robot)).
Concurrent Real-Time;https://concurrent-rt.com/;Provider of high-performance, real-time Linux software, hardware and professional services. Using ROS with RedHawk Linux on the NVIDIA Jetson TX2 [^110].
Consciente Technologies;https://consciente.io/;Develop and build robots, chips, and processors for real-world efficiencies. They work in development of model-based controllers for mobility or manipulation tasks, model prototyping, simulation, and functional testing on hardware. Hiring ROS engineers ([ROS Developer](https://www.naukri.com/recruiter-job-listings-ROS-Developer-Consciente-Technologies-Hyderabad-Secunderabad-0-to-3-years-14948870)).
